rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
15829,uuaji,maleness,,(mauaji) tendo la kumtoa kiumbe uhai na kumhamisha duniani,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15830,uuguzi,bloodletting,,"namna au shughuli ya kumwuguza mgonjwa, kazi ya mwuguzi",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15831,uume,creation,"uanaume,dhakari, mboo, jengelele",hali ya kuwa mwanamume| tupu ya mbele ya mwanamume,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15832,uumikaji,bloodletting,uumizi,utoaji damu chafu kwa kuumika kwa aghalabu upembe,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15833,uundaji,confession,"utengenezaji, uunzi",namna au tendo la kuunda,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15834,uumizi,Godhood,,uumikaji,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15835,uungamaji,creation,,namna ya kuungama| namna ya kukiri makosa,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15836,Uungu,civilization,,utukufu na uwezo wa Mwenyezi Mungu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15837,uunzi,selling,uundaji,namna au tendo la kuunda kitu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15838,uungwana,wearing clothes,ustaarabu,hali ya kustaarabika au kuwa muungwana| hali ya kuwa mtu huru,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15839,uuzaji,invasion,,namna ya kuuza vitu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15840,uvaaji,ship gunwale,,namna ya kuvaa nguo,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15841,uvamizi,wasp,,tendo la kushambulia au kupiga kwa ghafla au kuingia kwa nguvu na kumiliki sehemu isiyo yako au kutwaa mali,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15842,uvati,mental retardation,,ubao wa mbavuni katika jahazi unaozunguka upande wa juu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15843,uvi,rounding,,mdudu wa jamii ya nyuki ambaye huuma sana,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15844,uvia,roundness,,hali ya kudumaa mwili na akili hasa kwa mtoto,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15845,uviringaji,swelling,,kitendo cha kuunda kitu kama vile chungu mpaka kikachukua umbo la mviringo,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15846,uviringo,laziness,,"hali ya kuwa ya mviringo, umbo la mviringo au duara",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15847,uvimbe,lukewarmness,kipele,"sehemu iliyotuna au kututumka kwenye mwili, aghalabu huwa na usaha",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15848,uvivu,bachelorhood,"ukunguni, ulegevu, utepetevu",hali ya kutopenda au kutotaka kufanya kazi,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15849,uvuguvugu,bracelet,"fufutende,mhemko, msisimko",hali ya kati ya ubaridi na joto| jazba,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15850,uvulana,maleness,,"muda wa kijana wa kiume kuishi kabla ya kuoa, hali ya kuwa kijana wa kiume",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15851,uvoo,shade,,kikuku cha pembe au shanga cha kuvaa mkononi juu ya kiwiko,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15852,uvuli,incense,"uanaume, utu uume",hali ya kuwa mwanamume,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15853,uvuli,dustiness,,hali ya kuwa na kivuli bila ya jua wakati wa mchana,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15854,uvumba,discovery,mafusho,mafusho au gundi inayotumiwa kama ubani au udi wa kufukiza nyumba,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15855,uvumbi,rumor,kivumbi,hali ya kuwa na vumbivumbi| hali ya fujo,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15856,uvumbuaji,patience,"ugunduzi, fichuo","tendo la kuona kitu kisichojulikana au kilichofichwa, kilichojificha au kufichika| tendo la kuanzisha kitu kwa mara ya kwanza kabisa",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15857,uvumi,roaring sound,minong'ono,maneno yasiyokuwa na ukweli au uthibitisho na yanayosambazwa kwa nia fulani,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15858,uvumilivu,harvesting,ustahimilivu,hali ya kuvumilia mambo magumu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15859,uvumi,stench,mvumo,sauti inayovuma,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15860,uvunaji,underneath,,namna au tendo la kuvuna mazao shambani,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15861,uvundo,treachery,mnuko,"harufu ya kukirihisha ya kitu kibovu au kilichooza, harufu mbaya",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15862,uvunguni,breaking,,"chini ya kitanda, meza na kadhalika",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15863,uvundivu,hollowness,,ubambikaji,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15864,uvunjaji,ferrying,,namna au tendo la kuvunja kitu au jambo,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15865,uvurungu,openness,"utupu, uwazi",hali ya kitu kuwa wazi ndani kwa mfano mwanzi au mpapai,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15866,uvushi,ferrying,uvushaji,namna ya kuvusha,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15867,uvurungu,attraction,"utupu, ombwe",hali ya uwazi,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15868,uvusho,smoking,mvusho,namna ya kusafirisha kutoka ng''ambo moja hadi nyingine,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15869,uvutano,-,"uvutanaji, mvutano",hali ya kushindana kwa hoja| tendo la kuvutana baina ya pande aghalabu mbili,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15870,uvutaji,fishing,,namna au tendo la kufanya kitu kifuate kingine| namna au tendo la kuvuta kitu kama sigara au kiko,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15871,uvutio,inflating,,,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15872,uvuvi,accountability,utomvi,"kazi ya kuvua samaki, kaa na kadhalika majini",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15873,uvuvio,agency,mpulizio,tendo la kujaza hewa katika kitu kwa mdomo au pampu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15874,uwajibikaji,attorneyship,,"tendo la mtu mwenye cheo cha juu kuchukua dhamana ya kosa alilofanya ama yeye mwenyewe au mtu mwingine aliye chini yake, aghalabu kwa kujiuzulu| hali ya kusimamia na kufanya kazi yako kwa ukamilifu",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15875,uwakala,representation,uajenti,hali au tendo la kuwa mjumbe wa kampuni au shirika la biashara,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15876,uwakili,piety,,"hali au kazi ya mtu mwenye uwezo, elimu ya sheria, aliyepewa uwezo au aliyewekwa kuwakilisha serikali au mtu mwingine katika mashauri yake",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15877,uwakilishi,fish trap,,hali au kazi ya kuwakilisha au kuwakilishwa: Uwakilishi wa wananchi bungeni hauna budi uwe wa haki na demokrasia.,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15878,uwalii,chiefly seat,,"ucha Mungu, utawa, usafii",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15879,uwalio,pot supports,,(nyalio) mtego wa samaki unaokingama mto,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15880,uwalio,open field,,(nyalio) kiti ambacho maakida walikalia walipokuwa wakitawazwa,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15881,uwalio,stretching skin,,(nyalio) vijiti vya makuti vinavyowekwa chini ya kikaango au chungu kuzuia kinachopikwa kisiungue,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15882,uwanda,in the open,"tambarare, maskanini","(nyanda) pahali pa wazi nje ya mji au kijiji pasipo na  nyumba au miti mikubwa| sehemu ya nchi isiyo na vilima| mahali panapofanywa utafiti wa kuwahoji watu, kukusanya habari na kadhalika",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15883,uwambo,arrowroot,,(mawambo) jinsi ya kutandaza ngozi mahali kwa mfano ngoma| namna au jinsi ya kuwamba,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15884,uwandani,backyard,"uwanjani, kiwanjani",katika sehemu iliyo wazi,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15885,uwanga,field,wanga,"(wanga) mmea kama kiazi mbatata wenye mzizi wa kitunguu| unga wa mzizi wa mmea huo, hutumiwa kupikia vitu vitamu kwa mfano halua na peremende| unga mweupe unaotokana aghalabu na nafaka, viazi au mihogo ambao ni sehemu kuu ya chakula cha binadamu na huwe",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15886,uwani,field of study,"msala, choo",sehemu iliyoko nyuma ya nyumba| eneo la kujisaidia,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15887,uwanja,wasteland,,(nyanja) eneo wazi aghalabu la kufanyia michezo| eneo la ardhi lililotengenezwa maalumu kwa ajili ya kutua kwa ndege na helikopta,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15888,uwanja,inviting,,(nyanja) eneo au fani ya kitaaluma,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15889,uwara,maidenhood,uwanda,eneo kubwa la ardhi ambalo halijalimwa,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15890,uwarikaji,bracing,,hali ya kualika au kuweka mgonjwa ndani ya nyumba atibiwe au mwari unyagoni ili kumfundisha mambo ya utu uzima,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15891,uwari,wall studs,,hali ya kuwa mwari,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15892,uwasa,skin bumps,,"(wasa) ubao ambao mwashi huutumia kushikilia kuta mbili za nyumba wakati wa kujenga ili kuzuia ukuta usinepe, usitanuke wala kupasuka",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15893,uwati,executorship,"ukombati, fito",(mbati) fito zinazopigiliwa katika ukuta wa nyumba ya miti kabla ya ukuta kukandikwa kwa tope,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15894,uwati,medicinal plant,upele,(mbati) vidutu vidogo katika ngozi ya binadamu ambavyo huwasha na aghalabu hutunga usaha,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15895,uwasii,skin disease,,uteuzi wa mtu atakayesimamia utekelezaji wa wasia wa marehemu kama alivyoagiza mwenyewe,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15896,uwatu,footprint,,mmea wenye mbegu kama dengu ambao ni dawa ya tumbo kwa wanawake,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15897,uwawati,transparency,,ugonjwa unaobambua ngozi na kuifanya iwe nyeusi na iwashe mno,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15898,uwayo,ministry,wayo,(nyayo) sehemu ya chini kabisa ya mguu wa binadamu au wanyama wengine| alama inayofanywa na kukanyaga kwa mguu kwa mfano kwenye mchanga,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15899,uwazi,carefulness,"ombwe, utupu, uvurungu",hali ya kutokuwa na kitu ndani| hali ya kutoficha kitu au jambo,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15900,uwaziri,illness,,cheo au kazi ya waziri,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15901,uwekevu,power,ukabidhi,hali ya kutunza kitu kwa makini,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15902,uwele,badness,"(ndwele) ukunguru, senene, ukongo",ugonjwa au maradhi,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15903,uweza,proportion,,nguvu za aliye na mamlaka aghalabu Mungu,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15904,uwi,sky,"uovu, ukatili, unyama",ubaya,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15905,uwiano,ability,"ulingano, ulinganifu",hali ya vitu viwili au zaidi kuwa sawa,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15906,uwingu,millet grains,,(mbingu) sehemu katika anga baina ya sayari na ombwe,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15907,uwezo,whistling sound,,hali ya kuwa na nguvu ya kufanya kitu au kuweza kutenda jambo| madaraka,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15908,uwele,hunting,,(mawele) punje za mawele,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15909,uwindaji,possibility,usasi,kazi ya kusaka wanyama au mtu: Polisi wanawinda wezi waliovunja nyumba yetu.,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15910,uwinja,return home,"mbinja, mluzi",sauti inayotoka katika midomo iliyobanwa na kuachwa nafasi kidogo ya kutokea,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15911,uwezekano,duality,,hali ya kitu kuwezekana kuweko au jambo kuweza kutendeka,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15912,uya,dryness,"rejea,  uyia",rudi aghalabu nyumbani kutoka mahali fulani,"uyika, uyisha",0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15913,uwili,Judaism,upili,hali ya kuwa na sehemu mbili au ya mara mbili| hali ya kuwa mbilimbili mashairi ya uwili mashairi ya beti za mistari miwilimiwili,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15914,uyabisi,nanny work,"ugumu,mba",ukavu| ukavu wa kichwani| ugonjwa wa ubaridi wa mifupa,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15915,Uyahudi,mushroom,,"imani ya Kiyahudi| nchi ya Jamhuri ya Israeli, taifa la Wayahudi",,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15916,uyaya,dissolving,,kazi ya yaya ya kumlea mtoto wa mtu mwingine,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15917,uyoga,tartness sensation,,mmea wa jamii ya kuvu wenye umbo la mwavuli unaopatikana aghalabu katika sehemu zenye mimea na miti iliyooza au katika majani yenye samadi au mbolea,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15918,uyeyushaji,snake,,namna au tendo la kuyeyusha kitu kigumu kuwa cha kiowevu kwa mfano barafu kuwa maji,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15919,uyeye,maternity ward,,ganzi inayoshika meno baada ya mtu kula vitu vichachu kama embe bichi au limau,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15920,uyoka,patriotism,,eksirei,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15921,uzalio,production,mazalio,"mahali pa kuzalia mtoto, sehemu maalumu ya uzazi hospitalini: Hospitali imepanua na kuboresha uzalio wake.| mahali ambapo wadudu, wanyama na ndege huzalia kwa wingi",,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15922,uzalendo,doctorate,,"hali au fikira ya mtu kuwa tayari kufa kwa ajili ya uhuru na usalama wa nchi yake, hali ya mtu kuipenda nchi yake kwa dhati sana, hali ya kuwa mzalendo",,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15923,uzalishaji,postgraduate studies,uvunaji,hali au tendo la kutengeneza au kuzalisha bidhaa au kupata mazao,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15924,uzamifu,hypocrisy,,"shahada ya udaktari, shahada ya tatu katika mfumo wa elimu ya kimagharibi",,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15925,uzamili,ancient times,,masomo ya shahada ya juu apatayo mtu baada ya kuhitimu shahada ya kwanza,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15926,uzandiki,sell,"usongombwingo, uheke, uongo","hali ya unafiki, hali ya umbeya",,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15927,uzamani,weight,,"hali, mambo au tabia ya kizamani",,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15928,uza,clan,,"toa kitu kwa kulipiwa pesa, kufanya biashara","uzia, uziana, uzika, uziwa, uzwa",0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15929,uzani,lineage,,uzito wa kitu uliopimwa kwa mizani,,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15930,uzawa,childbirth,"mlango, kizazi, uzao, uzazi","watu wa ukoo mmoja, watu wanaotokana na nasaba moja",,0,0,2023-02-19 13:59:52.762+00,2023-02-19 13:59:52.762+00
15931,uzao,negligence,"nasaba, uzawa","watu wanaotokana na ukoo mmoja, watu wenye damu moja",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15932,uzazi,old age,"ukoo, kizazi, nasaba, mlango",namna ya kuzaa: Uzazi wa majira.| kikundi cha watu wa uzao mmoja,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15933,uzembe,thread,"uvivu, ulegevu, uajizi",tabia ya mtu kutowajibika,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15934,uzee,small seeds,ukongwe,"hali ya kuzeeka, hali ya kukonga",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15935,uzi,sluggishness,,"(nyuzi) ugwe mwembamba, aghalabu hutokana na pamba, mkonge, sufi, hariri au nailoni na hutumiwa kutengeneza vitambaa na kamba| alama za kupima halijoto kwa kutumia kipimajoto",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15936,uzile,launching,,mbegu ndogo aina ya binzari zinazotumika kuungia chakula,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15937,uzimbezimbe,health,,"hali ya kufanya kazi polepole, bila nguvu au kwa uvivu",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15938,uzinduzi,circle,,sherehe za kuanzisha jambo au kufungua kitu kwa mara ya kwanza,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15939,uzima,encirclement,"afua, uhai","hali ya kutokuwa mgonjwa, hali ya kuwa na afya njema",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15940,uzinge,adulterousness,uzingo,umbo la duara,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15941,uzingo,adultery,uzinge,kitu kilichozinga| uzingiraji wa kitu,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15942,uzinifu,fence,ukware,tabia ya uasherati au kufanya uzinzi,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15943,uzinzi,weight,"uzinifu, uasherati",tabia ya kufanya ngono,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15944,uzio,deafness,,"mtego wa samaki uliozungushwa mfano wa boma la miti au fito ambao huzuia samaki wasiweze kutoka kwenye mtego huo pale maji yanapokupwa| boma la fito, miti, matofali, mawe au mabati kuzunguka shamba, nyumba na kadhalika",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15945,uzito,sweeping,uzani,hali ya kuwa nzito| umuhimu wa jambo la kustahili mazingatio,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15946,uziwi,experience,usito,"hali ya kutoweza kusikia, hali ya kuwa kiziwi",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15947,uzoaji,heaviness,,namna au tendo la kuzoa taka na kuziondoa,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15948,uzoefu,procrastination,,hali ya kujishughulisha au kujizoeza jambo au kitu kwa muda mrefu,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15949,uzohali,step down,usiri,"uzito wa kufanya mambo, hali ya kuchelewa",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15950,uzoroteshaji,prevention,,"tendo la kuchelewesha sana jambo, tendo la kuzorotesha",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15951,uzua,prevention,uzulu,ondoka madarakani,"uzulia, uzulika, uzulisha",0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15952,uzuiaji,obstruction,"uzuiliaji, uzuio, uzuizi",tendo la kuzuia kitu au mtu,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15953,uzuiliaji,prevention,uzuizi,tendo au namna ya kuzuia,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15954,uzuizi,widowhood period,"uzuio, uzuiliaji",hali ya kuzuia,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15955,uzuio,resignation,uzuizi,namna ya kuzuia,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15956,uzuka,senility,,kipindi ambacho mke aliyefiwa na mumewe hukaa eda,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15957,uzulu,European ways,uzua,"acha kazi, ondoka katika madaraka au cheo","uzulia, uzulika, uzulisha",0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15958,uzulufu,beauty,,hali ya kupungukiwa na akili kwa sababu ya uzee,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15959,uzungu,European quarter,,tabia inayoandama zile za Wazungu,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15960,uzuri,shroud,"haiba, wema, jamala","hali ya kupendeza, hali ya kuvutia| vitu vya urembo kwa mfano manukato, marashi, uturi, udi, poda, lali, wanja au rangi nyingine",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15961,uzunguni,valve,,"eneo la makazi ya Wazungu kabla ya Uhuru katika sehemu au miji mbalimbali ya Afrika Mashariki, makazi ya watu wenye mali na utajiri mwingi ambao wanaishi kibwenyenye",,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15962,vaji,dress up,,vazi linalotumiwa kumkoshea mfu,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
15963,vali,dress someone,,neli inayofungwa kwenye tyubu ya gurudumu la baiskeli au gari inayoruhusu upepo kuingia ndani ya tyubu na kuuzuia usitoke nje,,0,0,2023-02-19 13:59:52.763+00,2023-02-19 13:59:52.763+00
